Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End	Ensembl ID
Mdh1	current symbol	MGI:97051	11	-	21506692	21521934	ENSMUSG00000020321
Mdh2	current symbol	MGI:97050	5	+	135807503	135819240	ENSMUSG00000019179
Mdk	current symbol	MGI:96949	2	-	91760149	91762348	ENSMUSG00000027239
Mdm2	current symbol	MGI:96952	10	-	117524780	117546663	ENSMUSG00000020184
Mdm4	current symbol	MGI:107934	1	-	132913843	132958325	ENSMUSG00000054387
Mdn1	current symbol	MGI:1926159	4	+	32657119	32775217	ENSMUSG00000058006
Mdp1	current symbol	MGI:1915131	14	-	55895346	55897908	ENSMUSG00000002329
Mdp1	human synonym	MGI:1196389	7	-	79095979	79116110	ENSMUSG00000039176
Me1	current symbol	MGI:97043	9	-	86463416	86577967	ENSMUSG00000032418
Me1	human synonym	MGI:2136754	18	+	37618040	37621345	ENSMUSG00000046387
Me1	synonym	MGI:101877	9	-	71751534	72019611	ENSMUSG00000032228
Me2	human synonym	MGI:1100883	15	-	85783130	85918404	ENSMUSG00000016028
Me2	current symbol	MGI:2147351	18	-	73902974	73948520	ENSMUSG00000024556
Me2	human synonym	MGI:2136757	18	+	37630049	37637181	ENSMUSG00000043313
Me2	human synonym	MGI:2136759	18	+	37646678	37650260	ENSMUSG00000044022
Me2	synonym	MGI:98506	18	+	69476500	69821038	ENSMUSG00000053477
Mea1	current symbol	MGI:96957	17	+	46989719	46994037	ENSMUSG00000002768
Meaf6	current symbol	MGI:1917338	4	+	124978927	125007031	ENSMUSG00000028863
Mecp2	current symbol	MGI:99918	X	-	73070198	73129296	ENSMUSG00000031393
Mecp2	rat synonym	MGI:2384565	7	+	127070189	127075932	ENSMUSG00000030822
Mecr	current symbol	MGI:1349441	4	+	131570781	131595097	ENSMUSG00000028910
Med12	current symbol	MGI:1926212	X	+	100317636	100341071	ENSMUSG00000079487
Med13	current symbol	MGI:3029632	11	-	86157859	86248422	ENSMUSG00000034297
Med14	current symbol	MGI:1349442	X	-	12541608	12628312	ENSMUSG00000064127
Med15	current symbol	MGI:2137379	16	-	17469072	17540811	ENSMUSG00000012114
Med16	current symbol	MGI:2158394	10	-	79730543	79744757	ENSMUSG00000013833
Med17	current symbol	MGI:2182585	9	-	15171647	15191227	ENSMUSG00000031935
Med20	current symbol	MGI:1929648	17	+	47922510	47935176	ENSMUSG00000092558
Med21	current symbol	MGI:1347064	6	+	146544077	146552098	ENSMUSG00000030291
Med22	current symbol	MGI:98446	2	-	26795279	26800654	ENSMUSG00000015776
Med25	synonym	MGI:2183151	11	+	59839032	59853031	ENSMUSG00000061650
Med25	current symbol	MGI:1922863	7	-	44526189	44542136	ENSMUSG00000002968
Med25	zebrafish symbol	MGI:1933946	7	-	44512491	44519212	ENSMUSG00000038502
Med28	current symbol	MGI:1914249	5	+	45677571	45686618	ENSMUSG00000015804
Med6	current symbol	MGI:1917042	12	-	81620331	81641782	ENSMUSG00000002679
Med7	current symbol	MGI:1913463	11	+	46327752	46333548	ENSMUSG00000020397
Med9	current symbol	MGI:2183151	11	+	59839032	59853031	ENSMUSG00000061650
Mef2d	current symbol	MGI:99533	3	+	88049679	88079393	ENSMUSG00000001419
Meg3	current symbol	MGI:1202886	12	+	109506879	109538163	ENSMUSG00000021268
Megf6	zebrafish symbol	MGI:1922990	3	+	29136172	29745358	ENSMUSG00000063600
Megf6	current symbol	MGI:1919351	4	+	154255187	154360170	ENSMUSG00000057751
Meis2	current symbol	MGI:108564	2	-	115693545	115896320	ENSMUSG00000027210
Meis3	current symbol	MGI:108519	7	+	15909015	15920429	ENSMUSG00000041420
Melk	current symbol	MGI:106924	4	+	44300876	44364301	ENSMUSG00000035683
Memo1	current symbol	MGI:1924140	17	-	74506031	74602516	ENSMUSG00000058704
Meox2	current symbol	MGI:103219	12	+	37158539	37229533	ENSMUSG00000036144
Mesdc1	old symbol	MGI:1891420	7	-	83529703	83533549	ENSMUSG00000070462
Mesdc2	old symbol	MGI:1891421	7	+	83533074	83549519	ENSMUSG00000038503
Met	current symbol	MGI:96969	6	+	17463799	17573979	ENSMUSG00000009376
Met	human synonym	MGI:1915147	18	+	68433426	68457923	ENSMUSG00000009535
Met	human synonym	MGI:1913910	9	+	70450036	70499516	ENSMUSG00000032212
Metap1	current symbol	MGI:1922874	3	-	138164721	138195143	ENSMUSG00000005813
Metap1d	current symbol	MGI:1913809	2	+	71283625	71355538	ENSMUSG00000041921
Metap2	current symbol	MGI:1929701	10	-	93694351	93732952	ENSMUSG00000036112
Metrn	current symbol	MGI:1917333	17	-	26013545	26016019	ENSMUSG00000002274
Metrnl	current symbol	MGI:2384806	11	+	121592370	121607132	ENSMUSG00000039208
Mettl1	current symbol	MGI:1339986	10	+	126877287	126882234	ENSMUSG00000006732
Mettl10	old symbol	MGI:1919346	7	-	132429186	132454376	ENSMUSG00000030960
Mettl3	current symbol	MGI:1927165	14	-	52532298	52542585	ENSMUSG00000022160
Mettl6	current symbol	MGI:1914261	14	-	31195535	31216997	ENSMUSG00000021891
Mettl9	current symbol	MGI:1914862	7	+	120633668	120677552	ENSMUSG00000030876
Mex3a	current symbol	MGI:1919890	3	+	88439702	88448703	ENSMUSG00000074480
Mex3c	current symbol	MGI:2652843	18	+	73706115	73725646	ENSMUSG00000037253
Mex3d	current symbol	MGI:2681847	10	-	80216189	80223485	ENSMUSG00000048696
Mfap1b	current symbol	MGI:3694697	2	-	121292147	121304504	ENSMUSG00000048222
Mfap2	current symbol	MGI:99559	4	+	140737735	140743286	ENSMUSG00000060572
Mfap3l	current symbol	MGI:1918556	8	+	61085861	61129763	ENSMUSG00000031647
Mfap5	zebrafish symbol	MGI:99559	4	+	140737735	140743286	ENSMUSG00000060572
Mfap5	current symbol	MGI:1354387	6	+	122490543	122506249	ENSMUSG00000030116
Mfn2	current symbol	MGI:2442230	4	-	147958056	147989161	ENSMUSG00000029020
Mfsd10	current symbol	MGI:1915544	5	-	34790988	34794558	ENSMUSG00000001082
Mfsd2a	current symbol	MGI:1923824	4	-	122840643	122854981	ENSMUSG00000028655
Mfsd5	current symbol	MGI:2145901	15	+	102187891	102190179	ENSMUSG00000045665
Mfsd8	current symbol	MGI:1919425	3	-	40772538	40801321	ENSMUSG00000025759
Mgat1	current symbol	MGI:96973	11	+	49135018	49153854	ENSMUSG00000020346
Mgat1	synonym	MGI:1915643	1	+	78487628	78514810	ENSMUSG00000012187
Mgat4b	current symbol	MGI:2143974	11	+	50116162	50125930	ENSMUSG00000036620
Mgat5	current symbol	MGI:894701	1	+	127132450	127413760	ENSMUSG00000036155
Mgea5	old symbol	MGI:1932139	19	-	45738698	45772274	ENSMUSG00000025220
Mgll	rat synonym	MGI:96975	11	+	70057449	70061662	ENSMUSG00000000318
Mgll	rat synonym	MGI:2385729	11	+	70021155	70028376	ENSMUSG00000040950
Mgll	current symbol	MGI:1346042	6	+	88701397	88805342	ENSMUSG00000033174
Mgmt	current symbol	MGI:96977	7	+	136496343	136731995	ENSMUSG00000054612
Mgp	current symbol	MGI:96976	6	-	136849433	136852821	ENSMUSG00000030218
Mgst1	current symbol	MGI:1913850	6	+	138117525	138133753	ENSMUSG00000008540
Mgst3	current symbol	MGI:1913697	1	-	167199535	167221410	ENSMUSG00000026688
Miat	current symbol	MGI:2444886	5	-	112361094	112376814	ENSMUSG00000097767
Mical2	current symbol	MGI:2444947	7	+	111825063	112012313	ENSMUSG00000038244
Micall1	current symbol	MGI:105870	15	+	78993098	79021100	ENSMUSG00000033039
Micall2	current symbol	MGI:2444818	5	-	139692451	139722091	ENSMUSG00000036718
Mina	old symbol	MGI:1914264	16	+	59292138	59312824	ENSMUSG00000022724
Mink1	current symbol	MGI:1355329	11	+	70453707	70505309	ENSMUSG00000020827
Minpp1	current symbol	MGI:1336159	19	+	32463169	32492764	ENSMUSG00000024896
Mipep	current symbol	MGI:1917728	14	+	61022022	61142927	ENSMUSG00000021993
Mis12	current symbol	MGI:1914389	11	+	70910437	70918197	ENSMUSG00000040599
Mis18bp1	current symbol	MGI:2145099	12	-	65179508	65219363	ENSMUSG00000047534
Mitf	current symbol	MGI:104554	6	+	97784013	97998310	ENSMUSG00000035158
Mitf	synonym	MGI:104638	17	-	31344280	31348585	ENSMUSG00000024029
Mki67	current symbol	MGI:106035	7	-	135291513	135318090	ENSMUSG00000031004
Mkks	current symbol	MGI:1891836	2	-	136715700	136733309	ENSMUSG00000027274
Mkl1	old symbol	MGI:2384495	15	-	80896482	81074937	ENSMUSG00000042292
Mkln1	current symbol	MGI:1351638	6	+	31375670	31493746	ENSMUSG00000025609
Mknk2	current symbol	MGI:894279	10	-	80501152	80512264	ENSMUSG00000020190
Mkrn1	current symbol	MGI:1859353	6	-	39374738	39397396	ENSMUSG00000029922
Mkrn1	zebrafish symbol	MGI:2181178	7	-	62067341	62069887	ENSMUSG00000070527
Mks1	current symbol	MGI:3584243	11	+	87744041	87754629	ENSMUSG00000034121
Mlec	current symbol	MGI:1924015	5	-	115281040	115296235	ENSMUSG00000048578
Mlf1	current symbol	MGI:1341819	3	+	67281430	67307333	ENSMUSG00000048416
Mlh1	current symbol	MGI:101938	9	-	111057296	111100854	ENSMUSG00000032498
Mlh3	current symbol	MGI:1353455	12	-	85281294	85317373	ENSMUSG00000021245
Mllt1	current symbol	MGI:1927238	17	-	57199611	57242415	ENSMUSG00000024212
Mllt11	current symbol	MGI:1929671	3	-	95126446	95139482	ENSMUSG00000053192
Mllt3	current symbol	MGI:1917372	4	-	87688162	87951601	ENSMUSG00000028496
Mllt4	old symbol	MGI:1314653	17	+	13980735	14126059	ENSMUSG00000068036
Mllt6	current symbol	MGI:1935145	11	+	97554240	97576289	ENSMUSG00000038437
Mlst8	current symbol	MGI:1929514	17	-	24692525	24698052	ENSMUSG00000024142
Mlxip	current symbol	MGI:2141183	5	+	123532861	123595995	ENSMUSG00000038342
Mlxip	zebrafish symbol	MGI:1927999	5	+	135118744	135167236	ENSMUSG00000005373
Mmaa	current symbol	MGI:1923805	8	-	79990227	80021566	ENSMUSG00000037022
Mmab	current symbol	MGI:1924947	5	-	114569095	114582121	ENSMUSG00000029575
Mmachc	current symbol	MGI:1914346	4	-	116559631	116565582	ENSMUSG00000028690
Mmadhc	current symbol	MGI:1923786	2	-	50169893	50186813	ENSMUSG00000026766
Mmd	current symbol	MGI:1914718	11	+	90140282	90169415	ENSMUSG00000003948
Mme	current symbol	MGI:97004	3	+	63202632	63291134	ENSMUSG00000027820
Mme	human synonym	MGI:97005	9	+	7344397	7360461	ENSMUSG00000049723
Mmgt1	current symbol	MGI:2384305	X	-	55630872	55643304	ENSMUSG00000061273
Mmgt1	zebrafish symbol	MGI:2448491	11	+	62539490	62557180	ENSMUSG00000048497
Mmgt2	current symbol	MGI:2448491	11	+	62539490	62557180	ENSMUSG00000048497
Mmp11	current symbol	MGI:97008	10	-	75759056	75768336	ENSMUSG00000000901
Mmp14	current symbol	MGI:101900	14	+	54669055	54679913	ENSMUSG00000000957
Mmp19	current symbol	MGI:1927899	10	+	128626779	128636693	ENSMUSG00000025355
Mmp2	current symbol	MGI:97009	8	+	93553920	93580049	ENSMUSG00000031740
Mmp23	current symbol	MGI:1347361	4	-	155735112	155737841	ENSMUSG00000029061
Mmp3	current symbol	MGI:97010	9	+	7445822	7455975	ENSMUSG00000043613
Mmp9	current symbol	MGI:97011	2	+	164782700	164797770	ENSMUSG00000017737
Mms19	current symbol	MGI:1919449	19	-	41932146	41969603	ENSMUSG00000025159
Mms19	synonym	MGI:1321131	4				
Mnat1	current symbol	MGI:106207	12	+	73170491	73320762	ENSMUSG00000021103
Mnat1	synonym	MGI:1922088	3	+	51323437	51383406	ENSMUSG00000063273
Mns1	current symbol	MGI:107933	9	+	72345276	72366036	ENSMUSG00000032221
Mocs2	current symbol	MGI:1336894	13	+	114954707	114965956	ENSMUSG00000015536
Mogat2	current symbol	MGI:2663253	7	-	98868291	98887818	ENSMUSG00000052396
Mogs	current symbol	MGI:1929872	6	+	83092477	83095879	ENSMUSG00000030036
Mon1a	current symbol	MGI:1920075	9	+	107765350	107780338	ENSMUSG00000032583
Mon2	current symbol	MGI:1914324	10	-	122827965	122912410	ENSMUSG00000034602
Morc3	current symbol	MGI:2136841	16	+	93629009	93672961	ENSMUSG00000039456
Morf4l2	current symbol	MGI:1927167	X	-	135633691	135644435	ENSMUSG00000031422
Morn4	current symbol	MGI:2449568	19	-	42063378	42074796	ENSMUSG00000049670
Mospd1	current symbol	MGI:1917630	X	-	52433475	52459379	ENSMUSG00000023074
Mospd2	current symbol	MGI:1924013	X	-	163719165	163763371	ENSMUSG00000061778
Mpdu1	current symbol	MGI:1346040	11	-	69547523	69553468	ENSMUSG00000018761
Mpdz	human synonym	MGI:1278335	5	-	74753108	74863573	ENSMUSG00000029228
Mpdz	current symbol	MGI:1343489	4	-	81196737	81361052	ENSMUSG00000028402
Mpg	current symbol	MGI:97073	11	+	32176505	32182700	ENSMUSG00000020287
Mphosph10	current symbol	MGI:1915223	7	-	64026289	64041984	ENSMUSG00000030521
Mphosph8	current symbol	MGI:1922589	14	+	56905705	56934887	ENSMUSG00000079184
Mphosph9	current symbol	MGI:2443138	5	-	124389022	124466001	ENSMUSG00000038126
Mpi	current symbol	MGI:97075	9	-	57451539	57460046	ENSMUSG00000032306
Mpi	human synonym	MGI:109297	2	-	164195990	164231015	ENSMUSG00000017002
Mpp1	human synonym	MGI:2444576	19	+	34899761	34953145	ENSMUSG00000024795
Mpp1	current symbol	MGI:105941	X	-	74153339	74174622	ENSMUSG00000031402
Mpp5	old symbol	MGI:1927339	12	+	78795681	78887488	ENSMUSG00000021112
Mpp6	human synonym	MGI:1915783	8	-	118518384	118528682	ENSMUSG00000031843
Mpp6	old symbol	MGI:1927340	6	+	50087221	50175919	ENSMUSG00000038388
Mpp7	human synonym	MGI:1314881	16	+	93680801	93703003	ENSMUSG00000022945
Mpp7	current symbol	MGI:1922989	18	-	7347959	7626866	ENSMUSG00000057440
Mppe1	current symbol	MGI:2661311	18	-	67358119	67378901	ENSMUSG00000062526
Mprip	current symbol	MGI:1349438	11	+	59552973	59671686	ENSMUSG00000005417
Mpv17	current symbol	MGI:97138	5	-	31298007	31311595	ENSMUSG00000107283
Mpzl1	current symbol	MGI:1915731	1	-	165419809	165462107	ENSMUSG00000026566
Mrc2	current symbol	MGI:107818	11	+	105183469	105241965	ENSMUSG00000020695
Mri1	current symbol	MGI:1915123	8	-	84977205	84983953	ENSMUSG00000004996
Mrpl10	current symbol	MGI:1333801	11	+	96932408	96940039	ENSMUSG00000001445
Mrpl11	current symbol	MGI:2137215	19	+	5012180	5017023	ENSMUSG00000024902
Mrpl13	current symbol	MGI:2137218	15	-	55397491	55420708	ENSMUSG00000022370
Mrpl14	current symbol	MGI:1333864	17	+	45997248	46009421	ENSMUSG00000023939
Mrpl15	current symbol	MGI:1351639	1	-	4843429	4855962	ENSMUSG00000033845
Mrpl15	human synonym	MGI:1926274	6	-	81934832	81942939	ENSMUSG00000030045
Mrpl17	current symbol	MGI:1351608	7	-	105452989	105460294	ENSMUSG00000030879
Mrpl18	current symbol	MGI:1914931	17	-	13130236	13135232	ENSMUSG00000057388
Mrpl19	current symbol	MGI:1926274	6	-	81934832	81942939	ENSMUSG00000030045
Mrpl20	current symbol	MGI:2137221	4	+	155887335	155893288	ENSMUSG00000029066
Mrpl24	current symbol	MGI:1914957	3	+	87826813	87830979	ENSMUSG00000019710
Mrpl28	current symbol	MGI:1915861	17	+	26342477	26345587	ENSMUSG00000024181
Mrpl28	human synonym	MGI:1333820	1	+	37929558	37937419	ENSMUSG00000026087
Mrpl3	current symbol	MGI:2137204	9	+	104930394	104954665	ENSMUSG00000032563
Mrpl32	human synonym	MGI:1333864	17	+	45997248	46009421	ENSMUSG00000023939
Mrpl32	current symbol	MGI:2137226	13	-	14784886	14787622	ENSMUSG00000015672
Mrpl33	current symbol	MGI:2137225	5	+	31771295	31779988	ENSMUSG00000106918
Mrpl35	current symbol	MGI:1913473	6	-	71789981	71800768	ENSMUSG00000052962
Mrpl36	current symbol	MGI:2137228	13	+	73479128	73480297	ENSMUSG00000021607
Mrpl37	current symbol	MGI:1926268	4	-	106913071	106924063	ENSMUSG00000028622
Mrpl38	current symbol	MGI:1926269	11	-	116022643	116029694	ENSMUSG00000020775
Mrpl39	current symbol	MGI:1351620	16	-	84515068	84532261	ENSMUSG00000022889
Mrpl4	current symbol	MGI:2137210	9	+	20914034	20920135	ENSMUSG00000003299
Mrpl40	current symbol	MGI:1332635	16	-	18690768	18695612	ENSMUSG00000022706
Mrpl41	current symbol	MGI:1333816	2	-	24864129	24865110	ENSMUSG00000036850
Mrpl42	current symbol	MGI:1333774	10	-	95316667	95337802	ENSMUSG00000062981
Mrpl43	current symbol	MGI:2137229	19	-	44993584	44994860	ENSMUSG00000025208
Mrpl45	current symbol	MGI:1914286	11	+	97206542	97220746	ENSMUSG00000018882
Mrpl46	current symbol	MGI:1914558	7	-	78425089	78432837	ENSMUSG00000030612
Mrpl47	current symbol	MGI:1921850	3	-	32781646	32790904	ENSMUSG00000037531
Mrpl48	current symbol	MGI:1289321	7	-	100194986	100257508	ENSMUSG00000030706
Mrpl50	current symbol	MGI:107329	4	-	49512597	49521083	ENSMUSG00000044018
Mrpl51	current symbol	MGI:1913743	6	+	125169163	125171355	ENSMUSG00000030335
Mrpl52	current symbol	MGI:1916086	14	+	54664366	54667207	ENSMUSG00000010406
Mrpl54	current symbol	MGI:1913297	10	-	81100556	81102760	ENSMUSG00000034932
Mrps11	current symbol	MGI:1915244	7	+	78432879	78442736	ENSMUSG00000030611
Mrps12	current symbol	MGI:1346333	7	-	28439066	28441245	ENSMUSG00000045948
Mrps12	human synonym	MGI:1930188	17	+	25114094	25115263	ENSMUSG00000038880
Mrps14	current symbol	MGI:1928141	1	+	160022785	160028756	ENSMUSG00000058267
Mrps15	current symbol	MGI:1913657	4	+	125940718	125949325	ENSMUSG00000028861
Mrps16	current symbol	MGI:1913492	14	-	20441290	20443702	ENSMUSG00000049960
Mrps18a	current symbol	MGI:1915815	17	+	46421930	46439834	ENSMUSG00000023967
Mrps18b	current symbol	MGI:1914223	17	-	36221271	36227281	ENSMUSG00000024436
Mrps18c	current symbol	MGI:1915985	5	+	100946625	100952333	ENSMUSG00000016833
Mrps2	current symbol	MGI:2153089	2	+	28358078	28361190	ENSMUSG00000035772
Mrps22	current symbol	MGI:1928137	9	-	98470783	98483713	ENSMUSG00000032459
Mrps23	current symbol	MGI:1928138	11	+	88095214	88102333	ENSMUSG00000023723
Mrps24	current symbol	MGI:1928142	11	-	5653982	5657701	ENSMUSG00000020477
Mrps25	current symbol	MGI:1928140	6	-	92146506	92161014	ENSMUSG00000014551
Mrps26	current symbol	MGI:1333830	2	+	130405677	130407314	ENSMUSG00000037740
Mrps27	current symbol	MGI:1919064	13	+	99481294	99552070	ENSMUSG00000041632
Mrps28	current symbol	MGI:1913480	3	-	8867206	8988917	ENSMUSG00000040269
Mrps28	synonym	MGI:2385255	6	+	146944270	146972399	ENSMUSG00000040112
Mrps30	current symbol	MGI:1926237	13	-	118516646	118523788	ENSMUSG00000021731
Mrps31	current symbol	MGI:1913153	8	+	22901377	22919681	ENSMUSG00000031533
Mrps33	current symbol	MGI:1338046	6	-	39778738	39787870	ENSMUSG00000029918
Mrps35	human synonym	MGI:1913480	3	-	8867206	8988917	ENSMUSG00000040269
Mrps35	current symbol	MGI:2385255	6	+	146944270	146972399	ENSMUSG00000040112
Mrps9	current symbol	MGI:1916777	1	+	42890393	42944843	ENSMUSG00000060679
Mrs2	current symbol	MGI:2685748	13	-	25171466	25204345	ENSMUSG00000021339
Mrto4	current symbol	MGI:1917152	4	-	139074751	139079887	ENSMUSG00000028741
Mrto4	human symbol	MGI:3644169	12	+	20467723	20468442	ENSMUSG00000113749
Mrto4	human symbol	MGI:3779507	12	-	21826160	21826708	ENSMUSG00000091105
Msh6	current symbol	MGI:1343961	17	+	88282490	88298320	ENSMUSG00000005370
Msl3	current symbol	MGI:1341851	X	-	167437113	167456894	ENSMUSG00000031358
Msl3l2	current symbol	MGI:1920640	10	+	55983013	55992976	ENSMUSG00000047669
Msn	current symbol	MGI:97167	X	+	95139651	95212159	ENSMUSG00000031207
Msra	current symbol	MGI:106916	14	-	64360074	64693352	ENSMUSG00000054733
Msrb2	current symbol	MGI:1923717	2	+	19376251	19399787	ENSMUSG00000023094
Msto1	current symbol	MGI:2385175	3	-	88816923	88821257	ENSMUSG00000068922
Msx1	current symbol	MGI:97168	5	-	37977835	37981929	ENSMUSG00000048450
Mt1	current symbol	MGI:97171	8	+	94905710	94906955	ENSMUSG00000031765
Mt1	human synonym	MGI:97172	8	+	94899292	94900196	ENSMUSG00000031762
Mt1	human synonym	MGI:102967	8	+	45522174	45541543	ENSMUSG00000054764
Mt2	zebrafish symbol	MGI:97171	8	+	94905710	94906955	ENSMUSG00000031765
Mt2	current symbol	MGI:97172	8	+	94899292	94900196	ENSMUSG00000031762
Mt2	zebrafish symbol	MGI:97173	8	+	94879235	94880774	ENSMUSG00000031760
Mt2	zebrafish symbol	MGI:99692	8	+	94863832	94865659	ENSMUSG00000031757
Mt2	synonym	MGI:2181726	9	-	15773910	15785852	ENSMUSG00000050901
Mt2	human synonym	MGI:1919003	15	-	78323867	78352834	ENSMUSG00000016942
Mta1	current symbol	MGI:2150037	12	+	113061898	113100826	ENSMUSG00000021144
Mta2	current symbol	MGI:1346340	19	+	8919239	8929659	ENSMUSG00000071646
Mtap	current symbol	MGI:1914152	4	+	89055607	89099327	ENSMUSG00000062937
Mtap7d3	old symbol	MGI:2445051	X	-	55843218	55867686	ENSMUSG00000067878
Mtbp	current symbol	MGI:2146005	15	+	55420804	55489819	ENSMUSG00000022369
Mtch1	current symbol	MGI:1929261	17	-	29551046	29566908	ENSMUSG00000024012
Mtch2	current symbol	MGI:1929260	2	+	90677499	90697154	ENSMUSG00000027282
Mtdh	current symbol	MGI:1914404	15	+	34082613	34143683	ENSMUSG00000022255
Mterfd1	old symbol	MGI:1913660	13	-	67055032	67081152	ENSMUSG00000021519
Mtf1	human synonym	MGI:1353421	16	+	31697628	31717838	ENSMUSG00000022780
Mtf1	current symbol	MGI:101786	4	+	124696342	124743593	ENSMUSG00000028890
Mtf1	human synonym	MGI:1100535	2	+	181405125	181469590	ENSMUSG00000010505
Mtf2	current symbol	MGI:105050	5	+	108213540	108256870	ENSMUSG00000029267
Mtg1	current symbol	MGI:2685015	7	+	139717477	139730699	ENSMUSG00000039018
Mthfd1	current symbol	MGI:1342005	12	+	76302072	76366577	ENSMUSG00000021048
Mthfd1l	current symbol	MGI:1924836	10	+	3923118	4117081	ENSMUSG00000040675
Mthfd2	current symbol	MGI:1338850	6	-	83282673	83302890	ENSMUSG00000005667
Mthfd2l	current symbol	MGI:1915871	5	+	91078976	91169227	ENSMUSG00000029376
Mthfr	current symbol	MGI:106639	4	+	148123534	148144008	ENSMUSG00000029009
Mthfsd	current symbol	MGI:2679252	8	-	121818367	121835131	ENSMUSG00000031816
Mtif2	current symbol	MGI:1924034	11	+	29476408	29495279	ENSMUSG00000020459
Mtmr10	current symbol	MGI:2142292	7	+	63937418	63990554	ENSMUSG00000030522
Mtmr11	current symbol	MGI:2652817	3	+	96069321	96079034	ENSMUSG00000045934
Mtmr2	current symbol	MGI:1924366	9	+	13659706	13717777	ENSMUSG00000031918
Mtmr3	current symbol	MGI:1921552	11	-	4430868	4544863	ENSMUSG00000034354
Mtmr4	current symbol	MGI:2180699	11	+	87482988	87507128	ENSMUSG00000018401
Mtor	current symbol	MGI:1928394	4	+	148533068	148642140	ENSMUSG00000028991
Mtpn	current symbol	MGI:99445	6	-	35485841	35516823	ENSMUSG00000029840
Mtrf1	current symbol	MGI:2384815	14	+	79635212	79661027	ENSMUSG00000022022
Mtrr	current symbol	MGI:1891037	13	-	68708899	68730268	ENSMUSG00000034617
Mtss1	current symbol	MGI:2384818	15	-	58813083	58953854	ENSMUSG00000022353
Mtus1	current symbol	MGI:2142572	8	-	41443951	41586763	ENSMUSG00000045636
Mul1	current symbol	MGI:1915600	4	+	138161982	138169576	ENSMUSG00000041241
Mustn1	current symbol	MGI:1913425	14	+	30601214	30603567	ENSMUSG00000042485
Mvd	current symbol	MGI:2179327	8	-	123160340	123170161	ENSMUSG00000006517
Mvp	current symbol	MGI:1925638	7	-	126586032	126613766	ENSMUSG00000030681
Mxd3	current symbol	MGI:104987	13	-	55472981	55477636	ENSMUSG00000021485
Mxd4	current symbol	MGI:104991	5	-	34331227	34345064	ENSMUSG00000037235
Mxra8	current symbol	MGI:1922011	4	+	155924137	155928545	ENSMUSG00000029070
Mybbp1a	current symbol	MGI:106181	11	+	72332181	72342594	ENSMUSG00000040463
Myc	human symbol	MGI:88184	2	+	25596891	25597733	ENSMUSG00000049086
Myc	current symbol	MGI:97250	15	+	61857240	61862223	ENSMUSG00000022346
Mycbp2	current symbol	MGI:2179432	14	-	103350847	103584250	ENSMUSG00000033004
Myd88	current symbol	MGI:108005	9	-	119165000	119169084	ENSMUSG00000032508
Myh10	current symbol	MGI:1930780	11	+	68582385	68707458	ENSMUSG00000020900
Myh11	current symbol	MGI:102643	16	-	14012392	14109227	ENSMUSG00000018830
Myh9	current symbol	MGI:107717	15	-	77644787	77726375	ENSMUSG00000022443
Myl12b	human symbol	MGI:1914518	17	-	71300788	71309528	ENSMUSG00000024048
Myl12b	current symbol	MGI:107494	17	-	71280958	71297511	ENSMUSG00000034868
Myl9	current symbol	MGI:2138915	2	+	156617373	156623578	ENSMUSG00000067818
Mylk	current symbol	MGI:894806	16	+	34565580	34822790	ENSMUSG00000022836
Myo18a	current symbol	MGI:2667185	11	+	77654072	77756806	ENSMUSG00000000631
Myo1b	current symbol	MGI:107752	1	-	51788917	51955143	ENSMUSG00000018417
Myo1c	current symbol	MGI:106612	11	+	75541330	75564736	ENSMUSG00000017774
Myo1c	rat synonym	MGI:107728	11	-	80372952	80670851	ENSMUSG00000035441
Myo1c	human synonym	MGI:106621	9	+	70114632	70307048	ENSMUSG00000032220
Myo1d	current symbol	MGI:107728	11	-	80372952	80670851	ENSMUSG00000035441
Myo5a	current symbol	MGI:105976	9	+	74978297	75130970	ENSMUSG00000034593
Myo6	current symbol	MGI:104785	9	+	80072313	80219011	ENSMUSG00000033577
Myo9a	current symbol	MGI:107735	9	+	59658179	59836149	ENSMUSG00000039585
Myof	current symbol	MGI:1919192	19	-	37887484	38032025	ENSMUSG00000048612
Mzt1	current symbol	MGI:1924039	14	-	99271980	99283570	ENSMUSG00000033186
Mzt2	current symbol	MGI:1922845	16	-	15666305	15681233	ENSMUSG00000022671
N4bp2l2	current symbol	MGI:2687207	5	-	150531472	150589648	ENSMUSG00000029655
N6amt1	current symbol	MGI:1915018	16	+	87151073	87165537	ENSMUSG00000044442
Naa10	current symbol	MGI:1915255	X	-	72960479	72965550	ENSMUSG00000031388
Naa10	zebrafish symbol	MGI:2141314	5	-	97530068	97540189	ENSMUSG00000046000
Naa10	zebrafish symbol	MGI:3833940	18	+	80250041	80255949	ENSMUSG00000024571
Naa15	current symbol	MGI:1922088	3	+	51323437	51383406	ENSMUSG00000063273
Naa25	current symbol	MGI:2442563	5	+	121535977	121580612	ENSMUSG00000042719
Naa30	current symbol	MGI:1922259	14	+	49409703	49428346	ENSMUSG00000036282
Naa38	old symbol	MGI:1923772	6	+	18848634	18854051	ENSMUSG00000044155
Naa38	current symbol	MGI:1925554	11	+	69286617	69287497	ENSMUSG00000059278
Naaa	current symbol	MGI:1914361	5	-	92405518	92426029	ENSMUSG00000029413
Naalad2	zebrafish symbol	MGI:1858193	7	-	86368185	86425151	ENSMUSG00000001773
